지점명,매장주소,시도,군구,lat,lng
양구,강원도 양구군 양구읍 양록길 68,강원도,양구군,38.1064428,127.9876743
영월,강원도 영월군 영월읍 하송로 138,강원도,영월군,37.1777104,128.4572915
문막,강원도 원주시 문막읍 원문로 1832 (문막리),강원도,원주시,37.3098538,127.8183332
원주명륜,강원도 원주시 남원로 623 (명륜동),강원도,원주시,37.3389402,127.9515914
원주,강원도 원주시 천사로 155-1 (일산동),강원도,원주시,37.3494297,127.9416188
원주혁신,강원도 원주시 미래로 37 1층 104호,강원도,원주시,37.3270545,127.9876671
인제원통,강원도 인제군 인제읍  인제로206번길 38,강원도,인제군,38.0664054,128.1751527
철원,강원도 철원군 갈말읍 삼부연로7번길 6 (신철원리),강원도,철원군,38.1454139,127.3088388
춘천석사,강원도 춘천시 공지로 220 (효자동),강원도,춘천시,37.8630323,127.7393839
춘천후평,강원도 춘천시 춘천로 247 (효자동),강원도,춘천시,37.8792414,127.7410025
태백,강원도 태백시 황지로 36,강원도,태백시,37.1619454,128.9910088
알펜시아,"강원도 평창군 대관령면 솔봉로 325, 101동 (용산리, 알펜시아리조트)",강원도,평창군,37.6574511,128.6743436
대명비발디파크,"강원도 홍천군 서면 한치골길 262, 오크동 지하상가 (팔봉리, 대명비발디파크)",강원도,홍천군,37.6523371,127.6873348
홍천,강원도 홍천군 홍천읍 홍천로 327 (희망리),강원도,홍천군,37.6886103,127.8817293
횡성,강원 횡성군 횡성읍 문정로 57 (읍상리 306-1),강원,횡성군,37.4884730,127.9895559
계룡,"충청남도 계룡시 엄사면 번영로 12, 1층 103호 (엄사리, 계룡오피스텔)",충청남도,계룡시,36.2882872,127.2437784
공주,충청남도 공주시 신관로 31 (신관동),충청남도,공주시,36.4707165,127.1319554
논산,충청남도 논산시 중앙로 219 (내동),충청남도,논산시,36.1874127,127.1015413
당진,"충청남도 당진시 무수동로 230 (읍내동, 도미노피자)",충청남도,당진시,36.8957546,126.6373548
대천,충청남도 보령시 작은오랏1길 27 (동대동),충청남도,보령시,36.3463788,126.6029640
부여,충청남도 부여군 부여읍 성왕로 318,충청남도,부여군,36.2834415,126.9222442
서산,충청남도 서산시 안견로 274,충청남도,서산시,36.7774988,126.4531569
서산테크노밸리,충청남도 서산시 성연면 성연4로 27-28  유림빌딩 1층,충청남도,서산시,36.8234044,126.4499734
배방,충청남도 아산시 배방읍 월천2길 78 1층,충청남도,아산시,36.7714378,127.0775029
아산온양,충청남도 아산시 용화고길55번길 25,충청남도,아산시,36.7733826,127.0092228
성정,"충청남도 천안시 서북구 서부대로 578, 1층 (성정동, 우정주택)",충청남도,천안시,36.8186588,127.1314554
천안성성,충청남도 천안시 서북구 한들1로 152-60,충청남도,천안시,36.8347476,127.1203595
천안신방,충청남도 천안시 신촌로 41,충청남도,천안시,36.7880895,127.1231085
천안쌍용,"충청남도 천안시 서북구 불당5길 19 (불당동, 다리타운빌딩)",충청남도,천안시,36.8031508,127.1093813
천안원성,"충청남도 천안시 동남구 충절로 128, 원흥빌딩 1층 (원성동)",충청남도,천안시,36.8074618,127.1582751
천안청당,충청남도 천안시 동남구 광풍로 1863 (청당동),충청남도,천안시,36.7846880,127.1459793
태안,"충청남도 태안군 태안읍 후곡로 61  1층, (남문리 704-9)",충청남도,태안군,36.7467944,126.2998807
홍성내포,충청남도 홍성군 홍북읍 충남대로 140 SFC타워 101호,충청남도,홍성군,36.6560917,126.6862815
홍성,충청남도 홍성군 홍성읍 홍성천길 318 (대교리),충청남도,홍성군,36.6038871,126.6709202
음성금왕,충청북도 음성군 금왕읍 무극로 200 (무극리),충청북도,음성군,36.9906608,127.5839734
충북혁신,충북 음성군 맹동면 두레로 23,충북,음성군,36.9118387,127.5478504
제천,충청북도 제천시 용두천로 140 (교동),충청북도,제천시,37.1395250,128.2144893
증평,충청북도 증평군 증평읍 중앙로 179 (창동리),충청북도,증평군,36.7825426,127.5792155
진천,"충청북도 진천군 진천읍 원덕로 313  1층 104,105호",충청북도,진천군,36.8540837,127.4489301
상당,"충청북도 청주시 청원구 공항로 101, 1층 103호 (율량동, 은곡빌딩)",충청북도,청주시,36.6662131,127.4860915
오송,"충청북도 청주시 흥덕구 오송읍 오송생명로 208-9 리움갤러리96 102,103호",충청북도,청주시,36.6301502,127.3323295
오창,충청북도 청주시 청원구 오창읍 과학산업2로 363 신우에비뉴엘빌딩 103호,충청북도,청주시,36.7149393,127.4220208
청주가경,충청북도 청주시 흥덕구 2순환로 1130 스타쁠레르빌딩 1층 도미노피자,충청북도,청주시,36.6340022,127.4241085
청주산남,충청북도 청주시 서원구 구룡산로 237,충청북도,청주시,36.6160921,127.4715479
청주용암,충청북도 청주시 상당구 단재로 123 (영운동),충청북도,청주시,36.6184272,127.4982105
청주충북대,충청북도 청주시 서원구 1순환로 684 (사창동),충청북도,청주시,36.6326241,127.4606206
서충주신도시,"충청북도 충주시 중앙탑면 기업도시로 189 미진이지비아 120(상가)동 1층 105,106호",충청북도,충주시,37.0129352,127.8257555
충주,충청북도 충주시 갱고개로 158,충청북도,충주시,36.9850034,127.9397701
송촌,대전광역시 대덕구 계족산로 25 (중리동),대전광역시,대덕구,36.3621771,127.4343963
신탄진,대전광역시 대덕구 신탄진로 800-1 (신탄진동),대전광역시,대덕구,36.4490131,127.4295261
가오,대전광역시 동구 은어송로 75 (가오동),대전광역시,동구,36.3074018,127.4570854
대전대동,대전광역시 동구 계족로 194-37 (대동),대전광역시,동구,36.3310238,127.4437112
대전도안,대전광역시 서구 도안동로 31번길 11-15,대전광역시,서구,36.3071447,127.3519828
대전용문,"대전광역시 서구 도산로 335, 1층 (용문동)",대전광역시,서구,36.3355780,127.3890590
대전월평,"대전광역시 서구 월평로 69, 1층 (월평동)",대전광역시,서구,36.3563591,127.3649333
둔산,대전광역시 서구 문정로 170 (둔산동),대전광역시,서구,36.3494294,127.3954878
대덕,"대전광역시 유성구 와룡로 3, 비씨엠빌딩 1층 (송강동)",대전광역시,유성구,36.4284883,127.3855288
대전노은,대전광역시 유성구 노은동로240번길 67 (지족동),대전광역시,유성구,36.3831718,127.3208792
유성,대전광역시 유성구 어은로 44 (어은동),대전광역시,유성구,36.3623604,127.3575787
대전유천,대전광역시 중구 계백로 1606-1,대전광역시,중구,36.3184185,127.3985704
거제고현,경상남도 거제시 거제중앙로 1808-1  1층,경상남도,거제시,34.8801675,128.6275101
거제수양,"경상남도 거제시 해명로 22-10, 1층101호 (수월동)",경상남도,거제시,34.8945605,128.6422366
옥포아주,경상남도 거제시 거제대로 3587,경상남도,거제시,34.8782860,128.6938860
장승포,"경상남도 거제시 능포로 108, 102동 106호 (능포동, 동헌하이츠)",경상남도,거제시,34.8731715,128.7309428
거창,경상남도 거창군 거창읍 중앙로 182 (대동리),경상남도,거창군,35.6881821,127.9182313
김해내동,"경상남도 김해시 금관대로 1340, 1층 (내동)",경상남도,김해시,35.2425638,128.8650894
김해어방,"경상남도 김해시 인제로 146, 1층 (어방동)",경상남도,김해시,35.2416984,128.9041922
김해율하,경상남도 김해시 율하2로 122 122,경상남도,김해시,35.1691975,128.8141180
김해진영,"경상남도 김해시 진영읍 장등로19번길 85, 1층 (진영리)",경상남도,김해시,35.3101345,128.7271599
장유,경상남도 김해시 능동로 15-1 (삼문동),경상남도,김해시,35.1962339,128.7952653
밀양,경상남도 밀양시 백민로1길 1 (내이동),경상남도,밀양시,35.4931856,128.7479323
사천,경상남도 사천시 사천읍 진삼로 1389 (사주리),경상남도,사천시,35.0758326,128.0838764
양산물금,경상남도 양산시 물금읍 범구로 42 (범어리),경상남도,양산시,35.3259291,129.0151981
양산웅상,경상남도 양산시 웅상대로 1257 (삼호동),경상남도,양산시,35.4103125,129.1646413
양산중부,경상남도 양산시 양산역로 103 (중부동),경상남도,양산시,35.3385181,129.0291217
진주경상대,경상남도 진주시 진주대로 624-4 (가좌동),경상남도,진주시,35.1620786,128.1068926
진주교대,경상남도 진주시 진양호로 392 (신안동),경상남도,진주시,35.1872549,128.0703278
진주초전,경상남도 진주시 대신로 476,경상남도,진주시,35.2031362,128.1163130
마산교방,경상남도 창원시 마산합포구 북성로 48 리바트오피스 1층,경상남도,창원시,35.2116353,128.5721364
마산내서,경상남도 창원시 마산회원구 내서읍 경남대로 987-1 도미노피자,경상남도,창원시,35.2383244,128.5039249
마산산호,경상남도 창원시 마산합포구 합포로 242,경상남도,창원시,35.2188311,128.5873172
마산월영,경상남도 창원시 마산합포구 월영남로 2,경상남도,창원시,35.1785905,128.5581617
진해용원,경상남도 창원시 진해구 용원로 55 (용원동),경상남도,창원시,35.0995602,128.8153182
진해충무,"경상남도 창원시 진해구 충장로 164 (충무동, 도미노피자)",경상남도,창원시,35.1519093,128.6699921
창원반송,경상남도 창원시 성산구 반송로 44-1,경상남도,창원시,35.2410329,128.6619628
창원북면,경상남도 창원시 의창구 북면 동전로110번길 4 우리마트 감계점 앞(감계리 56-11),경상남도,창원시,35.3057527,128.5964724
창원상남,"경상남도 창원시 성산구 마디미동로 58, 103호 (상남동, 골든벨II빌딩)",경상남도,창원시,35.2191748,128.6831921
창원성주,"경상남도 창원시 성산구 삼정자로72번길 29-1 (성주동, 창원 LAIM PLAZA 빌딩)",경상남도,창원시,35.1951071,128.7141173
창원소답,경상남도 창원시 의창구 의안로2번길 5,경상남도,창원시,35.2618999,128.6242808
통영서호,경상남도 통영시 중앙로 100-1 (서호동),경상남도,통영시,34.8419340,128.4201247
통영죽림,"경상남도 통영시 광도면 신죽2길 4 (죽림리, 위너스빌딩)",경상남도,통영시,34.8767444,128.4187743
경산사동,경산북도 경산시 원효로 202(사동),경산북도,경산시,35.8185742,128.7582137
경산중방,경상북도 경산시 경안로 249 (중방동),경상북도,경산시,35.8296072,128.7355719
하양,경상북도 경산시 하양읍 대경로 657 (금락리),경상북도,경산시,35.9080368,128.8133828
경주보문,"경상북도 경주시 보문로 549, 보문프라자 104호 (천군동)",경상북도,경주시,35.8352908,129.2847708
경주성건,"경상북도 경주시 금성로395번길 3 (성건동, 서라벌빌딩)",경상북도,경주시,35.8529046,129.2066035
구미도량,경상북도 구미시 야은로 413 (도량동),경상북도,구미시,36.1371808,128.3281804
구미상모,경상북도 구미시 상모로 29 (상모동),경상북도,구미시,36.0892394,128.3534418
구미옥계,경상북도 구미시 옥계북로 86 (옥계동),경상북도,구미시,36.1381247,128.4269750
구미인동,경상북도 구미시 삼일로 12 (진평동),경상북도,구미시,36.1059642,128.4177843
김천성내,경상북도 김천시 자산로 188-1 (성내동),경상북도,김천시,36.1270806,128.1183120
김천혁신,"경상북도 김천시 혁신6로 63 106호,107호",경상북도,김천시,36.1242988,128.1887499
문경,경상북도 문경시 모전로 108 (모전동),경상북도,문경시,36.5909787,128.1894988
상주서문,경상북도 상주시 삼백로 120 (서문동),경상북도,상주시,36.4183093,128.1567940
안동,경상북도 안동시 경동로 638 (천리동),경상북도,안동시,36.5630502,128.7276650
영주,"경상북도 영주시 구성로 325 (영주동, 도미노피자)",경상북도,영주시,36.8214313,128.6250228
영천,경상북도 영천시 망정1길 4 (망정동) 망정동 175-15,경상북도,영천시,35.9754330,128.9485571
경북신도청,경북 예천군 호명면 수변로 125 (서진타워) 106호,경북,예천군,36.5746583,128.4867666
왜관,경상북도 칠곡군 왜관읍 중앙로 109 (왜관리),경상북도,칠곡군,35.9846243,128.3985470
포항시청,경상북도 포항시 남구 대이로 68,경상북도,포항시,36.0212059,129.3406769
포항오천,경상북도 포항시 남구 오천읍 북원로 10,경상북도,포항시,35.9809892,129.4040880
포항장량,경상북도 포항시 북구 새천년대로1249번길 46 (장성동),경상북도,포항시,36.0773552,129.3808583
포항죽도,경상북도 포항시 북구 양학천로 179-1 (죽도동),경상북도,포항시,36.0279409,129.3644438
포항학산,경상북도 포항시 북구 학산로 65-1 65-1 (학산동),경상북도,포항시,36.0501782,129.3694591
포항흥해,"경상북도 포항시 북구 흥해읍 초곡지구로 68 1층 103호,104호",경상북도,포항시,36.0954610,129.3396773
대구효목,대구광역시 동구 동부로 204,대구광역시,동구,35.8783957,128.6344143
봉덕,대구광역시 남구 봉덕로 66 (봉덕동),대구광역시,남구,35.8446452,128.5976587
대구성서,대구광역시 달서구 이곡공원로1길 108,대구광역시,달서구,35.8556928,128.5087380
대구용산,대구광역시 달서구 달구벌대로 1565 (죽전동),대구광역시,달서구,35.8508863,128.5378344
상인,대구광역시 달서구 월배로 52,대구광역시,달서구,35.8131736,128.5203359
월성,대구광역시 달서구 조암로 85-1,대구광역시,달서구,35.8226646,128.5210867
대구다사,대구광역시 달성군 다사읍 왕선로 54 (매곡리),대구광역시,달성군,35.8642431,128.4645052
대구현풍,"대구광역시 달성군 현풍면 테크노대로 24, 1층 108,109호(테크노플라자1)",대구광역시,달성군,35.6887636,128.4495370
대구화원,대구광역시 달성군 화원읍 명천로 255,대구광역시,달성군,35.7978355,128.4912243
대구이시아폴리스,"대구광역시 동구 팔공로 241  1층 111호, 112호(봉무동)",대구광역시,동구,35.9205000,128.6402718
반야월,대구광역시 동구 경안로 799,대구광역시,동구,35.8734934,128.7135881
산격,대구광역시 북구 동북로 138-1 (산격동),대구광역시,북구,35.9006456,128.6082035
칠곡,대구광역시 북구 구암로 139-1 (동천동),대구광역시,북구,35.9320266,128.5563139
침산,"대구광역시 북구 침산남로 165-2, 1층 (침산동)",대구광역시,북구,35.8878756,128.5940357
대구시지,대구광역시 수성구 달구벌대로 3076 (시지동),대구광역시,수성구,35.8426817,128.6935523
만촌,"대구광역시 수성구 무열로 113-1, 1층",대구광역시,수성구,35.8684828,128.6487900
범어,"대구광역시 수성구 동대구로 240, 상가 106호 (범어동, 청구푸른마을아파트)",대구광역시,수성구,35.8520599,128.6265323
지산범물,대구광역시 수성구 지범로 11  1층,대구광역시,수성구,35.8291998,128.6241189
대구대봉,대구광역시 중구 동덕로 86 (대봉동),대구광역시,중구,35.8624060,128.6032855
대구중앙,대구광역시 중구 달구벌대로 1965 (대신동),대구광역시,중구,35.8642351,128.5791586
광양서천,전라남도 광양시 광양읍 서북로 14  1층,전라남도,광양시,34.9720482,127.5795597
광양,전라남도 광양시 사동로 93-1 (중동),전라남도,광양시,34.9477961,127.6874934
나주,전라남도 나주시 나주로 208 (성북동),전라남도,나주시,35.0349529,126.7218879
목포북항,전라남도 목포시 청호로 175,전라남도,목포시,34.8061926,126.3731851
목포하당,전라남도 목포시 백년대로 393,전라남도,목포시,34.8084031,126.4291684
무안남악,전라남도 무안군 삼향읍 남악5로72번길 24 (남악리),전라남도,무안군,34.8117632,126.4737601
순천신대,전라남도 순천시 해룡면 매안4길 32  1층,전라남도,순천시,34.9320766,127.5541697
순천조례,전라남도 순천시 이수로 284 (조례동),전라남도,순천시,34.9518727,127.5154912
순천중앙,전라남도 순천시 중앙로 181 (매곡동),전라남도,순천시,34.9620072,127.4841793
여수문수,전라남도 여수시 문수로 76 (문수동),전라남도,여수시,34.7536739,127.7035616
여천,전라남도 여수시 도원로 277 (학동),전라남도,여수시,34.7615055,127.6615607
화순,전라남도 화순군 화순읍 만연로 37    1층,전라남도,화순군,35.0591411,126.9900506
고창,전라북도 고창군 고창읍 월곡로 38,전라북도,고창군,35.4350518,126.7112447
군산,"전라북도 군산시 백토로 142, A동 101호 (나운동)",전라북도,군산시,35.9664687,126.7054741
김제,전라북도 김제시 동서로 284,전라북도,김제시,35.8034417,126.8977799
남원,전라북도 남원시 용성로 166  1층,전라북도,남원시,35.4132164,127.3928398
완주,전라북도 완주군 봉동읍 과학로 997  1동 1층 103호,전라북도,완주군,35.9580551,127.1253756
익산모현,전라북도 익산시 군익로 499  (송학동),전라북도,익산시,35.9420241,126.9404692
익산영등,전라북도 익산시 고봉로 18길 1(영등동),전라북도,익산시,35.9533489,126.9694286
전주금암,"전라북도 전주시 덕진구 백제대로 658 (금암동, 도미노피자)",전라북도,전주시,35.8429063,127.1411792
전주서신,전라북도 전주시 완산구 전룡로 32 (서신동),전라북도,전주시,35.8263236,127.1166710
전주송천,전라북도 전주시 덕진구 송천중앙로 56 (송천동1가),전라북도,전주시,35.8521061,127.1201699
전주인후,전라북도 전주시 덕진구 견훤로 146 (인후동1가),전라북도,전주시,35.8251578,127.1615312
전주혁신,전라북도 전주시 덕진구 기지로 82  대방빌딩 102호,전라북도,전주시,35.8380910,127.0609063
전주효자,"전라북도 전주시 완산구 백제대로 133 (효자동1가, 도미노피자)",전라북도,전주시,35.8047433,127.1232557
정읍,전라북도 정읍시 우암로 88 (장명동),전라북도,정읍시,35.5663849,126.8605626
광주광산,광주광역시 광산구 목련로 138 (월곡동),광주광역시,광산구,35.1716964,126.8128635
광주송정,광주광역시 광산구 상무대로 305 (소촌동),광주광역시,광산구,35.1437942,126.7990349
광주첨단,광주광역시 광산구 월계로 223-7,광주광역시,광산구,35.2141182,126.8496810
광주주월,"광주광역시 남구 봉선로 2, 1층 (주월동, 창신빌딩)",광주광역시,남구,35.1326136,126.9018666
광주진월,광주광역시 남구 효덕로 310  1층,광주광역시,남구,35.1110898,126.8963775
광주금남로,광주광역시 동구 중앙로 214 (궁동),광주광역시,동구,35.1516413,126.9175437
광주문흥,광주광역시 북구 서하로 339 (문흥동),광주광역시,북구,35.1870281,126.9176734
광주양산,광주광역시 북구 하서로 344 (양산동),광주광역시,북구,35.2058006,126.8737165
광주운암,광주광역시 북구 서암대로 28  1층,광주광역시,북구,35.1725070,126.8878158
광주금호,광주광역시 서구 운천로 117 1층,광주광역시,서구,35.1430447,126.8574552
광주화정,광주광역시 서구 상무대로 1070 (화정동),광주광역시,서구,35.1521660,126.8790195
울산공업탑,울산광역시 남구 수암로 6 (신정동),울산광역시,남구,35.5317733,129.3087111
울산달동,울산광역시 남구 번영로 53  1층 도미노피자,울산광역시,남구,35.5304468,129.3301842
울산무거,울산광역시 남구 삼호로 3 (무거동),울산광역시,남구,35.5499915,129.2646917
울산삼산,"울산광역시 남구 돋질로 246, 1층 (달동)",울산광역시,남구,35.5430292,129.3319806
울산전하,울산광역시 동구 방어진순환도로 735 (전하동),울산광역시,동구,35.5075375,129.4297852
울산호계,울산광역시 북구 동대로 69-1 (호계동),울산광역시,북구,35.6292744,129.3590850
울산화봉,울산광역시 북구 화봉로 143 (연암동),울산광역시,북구,35.5838897,129.3702168
언양,"울산광역시 울주군 언양읍 북문5길 7, 2호 (신화빌라)",울산광역시,울주군,35.5705377,129.1250324
울산범서,울산광역시 울주군 범서읍 대리로 105 (구영리),울산광역시,울주군,35.5656837,129.2495231
울산온산,울산광역시 울주군 온산읍 신경3길 55 (덕신리),울산광역시,울주군,35.4304047,129.3068847
울산병영,울산광역시 중구 평산1길 2 (약사동),울산광역시,중구,35.5676426,129.3412758
울산성안,울산광역시 중구 성안로 134,울산광역시,중구,35.5726108,129.3150432
명지,"부산광역시 강서구 명지오션시티10로 16, 201호 (명지동, 퀸덤1차링컨타운)",부산광역시,강서구,35.0855819,128.8976538
구서,부산광역시 금정구 금강로 433 (구서동),부산광역시,금정구,35.2462240,129.0886738
부산대,부산광역시 금정구 금정로 54,부산광역시,금정구,35.2293793,129.0863773
기장,부산광역시 기장군 기장읍 차성동로154번길 2 (교리),부산광역시,기장군,35.2514000,129.2175245
정관,부산광역시 기장군 정관읍 용수로 23,부산광역시,기장군,35.3257379,129.1783349
대연,부산광역시 남구 수영로 256 (대연동),부산광역시,남구,35.1351209,129.0945762
용호남천,부산광역시 남구 수영로 346  1층,부산광역시,남구,35.1386454,129.1033866
동래,"부산광역시 동래구 아시아드대로 203 (온천동, 도미노피자)",부산광역시,동래구,35.2024835,129.0656579
충렬사역,부산광역시 동래구 반송로  217,부산광역시,동래구,35.2003119,129.0975898
부산개금,"부산광역시 부산진구 가야대로 467, 1층 (개금동)",부산광역시,부산진구,35.1535076,129.0231558
서면,부산광역시 부산진구 전포대로 195 (전포동),부산광역시,부산진구,35.1541258,129.0650407
초읍,부산광역시 부산진구 성지로 58  1층,부산광역시,부산진구,35.1757672,129.0549288
덕천,부산광역시 북구 만덕대로 116 (덕천동),부산광역시,북구,35.2129252,129.0173406
화명,부산광역시 북구 화명신도시로 77 (화명동),부산광역시,북구,35.2310045,129.0099683
모라,"부산광역시 사상구 사상로 520 (모라동, 도미노피자)",부산광역시,사상구,35.1904744,128.9894648
학장,부산광역시 사상구 학감대로 226,부산광역시,사상구,35.1510507,128.9900927
괴정,부산 사하구 사하로 169 (괴정동),부산,사하구,35.0968940,128.9934212
다대포,부산광역시 사하구 다대로 571 (다대동),부산광역시,사하구,35.0554666,128.9708858
하단,부산광역시 사하구 하신중앙로 333 (하단동),부산광역시,사하구,35.1054179,128.9663897
대신,"부산광역시 서구 구덕로 303-1, 1층 (서대신동2가)",부산광역시,서구,35.1109749,129.0171138
수영,"부산광역시 수영구 수영로 640-1, 1층 (광안동)",부산광역시,수영구,35.1628265,129.1144689
연산,부산 연제구 중앙대로 1173 (1층),부산,연제구,35.1922794,129.0797063
연제토곡,"부산광역시 연제구 과정로 156, 1층",부산광역시,연제구,35.1853606,129.1073983
영도,부산광역시 영도구 태종로 329-1 (청학동),부산광역시,영도구,35.0963974,129.0618813
반여재송,"부산광역시 해운대구 반여로 23 (반여동, 도미노피자)",부산광역시,해운대구,35.1948563,129.1194914
부산반송,부산광역시 해운대구 아랫반송로21번길 106 (반송동),부산광역시,해운대구,35.2281371,129.1487472
센텀,부산광역시 해운대구 해운대로 535 (우동),부산광역시,해운대구,35.1603092,129.1507027
해운대,부산광역시 해운대구 해운대로 793 부산자생한방병원 상가 108호,부산광역시,해운대구,35.1696670,129.1752630
제주서귀포,제주도 서귀포시 신서귀로 118,제주도,서귀포시,33.2589354,126.5105839
제주노형,제주특별자치도 제주시 연북로 18 (노형동),제주특별자치도,제주시,33.4816947,126.4831218
제주이도,제주 제주시 승천로  70 (1층),제주,제주시,33.4924138,126.5423647
제주화북,제주도 제주시 화삼로 19 (화북1동),제주도,제주시,33.5144240,126.5751540
세종다정,"세종특별자치시 한누리대로 331 SR파크센텀 103호,104호",세종특별자치시,한누리대로,36.4939328,127.2558359
세종보람,"세종특별자치시 시청대로 209 금강르네상스 1층 107,108호",세종특별자치시,시청대로,36.4832571,127.2931588
세종아름,"세종특별자치시 보듬3로 91, 115~116호 (아름동, 해피라움4)",세종특별자치시,보듬3로,36.5113452,127.2495907
조치원,세종특별자치시 조치원읍 문화길 39  1층,세종특별자치시,조치원읍,36.6029312,127.2893117
